dataset,method,n_clusters,top_k,nmae,nrmse,entropy
ml-small,hac_pearson_CE,47,10,0.14835104336575405,0.1952919026356745,0.14256955986859046
ml-small,hac_pearson_CE,52,10,0.1483614591218613,0.1952956068331945,0.15169840932196035
ml-small,hac_pearson_CE,57,10,0.14832989295256574,0.19525742660678427,0.16607045847330773
ml-small,hac_pearson_CE,62,10,0.1483223945435801,0.19519346442445254,0.17430772788554177
ml-small,hac_pearson_CE,67,10,0.14830605490797505,0.19515405966081703,0.18305712928851953
ml-small,hac_pearson_CE,72,10,0.14828042864302762,0.19509967302237924,0.19004767694638186
ml-small,hac_pearson_CE,77,10,0.14828554079542638,0.19510349233656812,0.2047199107053735
ml-small,hac_pearson_CE,82,10,0.148286235340566,0.19506049879891968,0.21858707522653362
ml-small,hac_pearson_CE,87,10,0.14829741050961162,0.19506599101309902,0.22529590195223087
ml-small,hac_pearson_CE,92,10,0.1482723886597116,0.19496957065404386,0.24093553200912937
ml-small,hac_pearson_CE,97,10,0.1482512877210981,0.19494841629095486,0.2480187504726908
